comment,rate,created_at,operator_name
"Positive points: good driver, clean van
Negative side: bus left 30 minutes late (no explanation) and then got delayed another 20 minutes. Including the drop offs, we were 1 hour late at destination for a 3-hour trip. Why do a break every hour?",4,2022-07-19 06:55:50 UTC,Ekareach Express
"Thean was punctual, professional, drove safely, and was all-around great!",5,2022-07-19 11:49:31 UTC,SAM'S TAXI SERVICE
good service,5,2022-07-19 13:44:48 UTC,Larryta Bus
Driver use speed over 180km / h. Unmorality driver,1.4,2022-07-20 06:15:01 UTC,Cambolink21 Express
"Kampot to PP. late departure due to an issue but arrived on time. Good driver. Enough space for luggage. Great leg space even for tall people.
But limited seatbelt (2 points, not 3 points).",4,2022-07-20 12:04:57 UTC,Vireak Buntham Express
"PP to Kampong Cham.
Good leg space and enough luggage space. Arrived on time.
But reckless driver (in the pouring rain!), no seatbelt! (old van) and too much air conditioning. A lot of stops, especially at the beginning.",3.2,2022-07-20 12:08:13 UTC,Vireak Buntham Express
"Respect des horaires
Pauses bienvenues
excellente prestation",4,2022-07-20 16:15:40 UTC,Larryta Bus
??,3.4,2022-07-21 03:05:27 UTC,Seila Angkor Khmer Express
,1,2022-07-21 04:25:54 UTC,Larryta Bus
,4.6,2022-07-21 05:37:10 UTC,Cambolink21 Express
,5,2022-07-22 06:03:00 UTC,Kim Seng Express
"Mr. John was an excellent driver; gentle, punctual, and smooth. Will use this service again in the near future",5,2022-07-22 06:14:19 UTC,SAM'S TAXI SERVICE
"Serious company, which always finds a solution! With a very good value for money.

Entreprise sérieuse, qui trouve toujours une solution ! Avec un très bon rapport qualité prix.",5,2022-07-22 08:20:31 UTC,Cambolink21 Express
,3.4,2022-07-22 10:38:04 UTC,Mey Hong Transport
មិនដឹងនិយាយថាម៉េច អត់ចេះសរសេរផង ?,3.4,2022-07-22 12:12:04 UTC,Seila Angkor Khmer Express
,5,2022-07-22 17:59:24 UTC,Mey Hong Transport
The air conditioner is not cool enough.,3.8,2022-07-23 03:10:32 UTC,Kim Seng Express
"Nice mini bus ,on time  friendly staff. Booked online in UK very easily. Driver lots of over taking and horn but seemed safe
I would use them again.",4.4,2022-07-23 04:34:48 UTC,Saly VIP
,5,2022-07-23 09:31:11 UTC,Mey Hong Transport
"Super Bad and Dangerous driver.
Driving at 140km/h like a crazy.
The vans are good but the bad and crazy drivers are increasing in this company.
Not recommended. ",2.8,2022-07-23 11:58:27 UTC,Kim Seng Express
,1,2022-07-23 11:59:22 UTC,Kim Seng Express
,5,2022-07-24 02:38:41 UTC,Cambolink21 Express
The driver should be patient . Thanks ,5,2022-07-24 03:04:26 UTC,Saly VIP
"We took the nearly six-hour ride to and from Siem Reap from Phnom Penh with Sam'e taxi service. Both ways, our drivers—Thean and Vanah—arrived early, drove safely, and were very professional. Would definitely use Sam's again.",5,2022-07-24 08:21:00 UTC,SAM'S TAXI SERVICE
The Bus (Huyndai Solanti) was btoken after 35km departure and arrived to Sihanoukville at 12:00 instead of 8:00pm planing. Totally exhausted,2.6,2022-07-24 12:14:01 UTC,Vireak Buntham Express
,3.4,2022-07-24 12:19:26 UTC,Ekareach Express
,4,2022-07-24 13:39:25 UTC,GTVC Speedboat
They did not give us any water or anything ,4,2022-07-24 15:00:44 UTC,LONG PHUONG CAMBODIA
អត់ចែកទឹកឲ្យភ្ញៀវ​ សុំចែកទឹកឲ្យភ្ញៀវដោយមិនចាំភ្ញៀវសុំ,3.2,2022-07-25 01:04:52 UTC,Mey Hong Transport
,5,2022-07-25 02:00:47 UTC,Ekareach Express
,2.4,2022-07-25 02:36:51 UTC,Vireak Buntham Express
,5,2022-07-25 03:14:52 UTC,Kim Seng Express
សេវាល្អ,5,2022-07-25 03:35:20 UTC,Kim Seng Express
"Probably will take the same service again, service was really good.",5,2022-07-25 03:58:30 UTC,Vireak Buntham Express
,1.2,2022-07-25 04:08:56 UTC,Sovan Rithy Express​
The density of seats and luggage piled up on the bus made the trip very uncomfortable,3.8,2022-07-25 04:37:22 UTC,Larryta Bus
Punctual and Safe Driver. ,5,2022-07-25 06:02:53 UTC,SAM'S TAXI SERVICE
"Good enough 
",3.8,2022-07-25 06:43:57 UTC,Kim Seng Express
The van was almost an hour late. I was super late to my event. ,2.4,2022-07-25 09:53:30 UTC,Vireak Buntham Express
,3.4,2022-07-25 12:14:36 UTC,Cambolink21 Express
,1,2022-07-25 12:14:55 UTC,Cambolink21 Express
,1.8,2022-07-25 12:15:04 UTC,Cambolink21 Express
,2,2022-07-25 12:15:14 UTC,Cambolink21 Express
,2,2022-07-25 12:15:28 UTC,Cambolink21 Express
,2,2022-07-25 12:15:39 UTC,Cambolink21 Express
,2,2022-07-25 12:15:47 UTC,Cambolink21 Express
,2,2022-07-25 12:15:55 UTC,Cambolink21 Express
,3,2022-07-25 13:03:53 UTC,Seila Angkor Khmer Express
,3.2,2022-07-25 14:15:02 UTC,Ekareach Express
,5,2022-07-26 03:11:05 UTC,Kim Seng Express
,4,2022-07-26 07:45:15 UTC,Cambolink21 Express
,1.8,2022-07-26 15:44:41 UTC,Vireak Buntham Express
,3.4,2022-07-26 16:53:58 UTC,Vireak Buntham Express
Phnom Penh to HCM bus should take care of their passengers more. No water was given to us during the trip.,4.2,2022-07-27 06:21:43 UTC,LONG PHUONG CAMBODIA
មិនមានទេ,4.2,2022-07-28 00:05:48 UTC,Kim Seng Express
driver service good but he drive so fast car not comfort ,2,2022-07-28 03:53:13 UTC,Sovan Rithy Express​
,5,2022-07-28 04:33:54 UTC,Kim Seng Express
"Everything went well except the pick up location was quite far out of town and when I got there they told me that it was the wrong location, the correct location is closer to town. If I would have been late, I would have missed the bus. ",4.8,2022-07-28 04:45:11 UTC,Vireak Buntham Express
"Driver pick up some people on the way to poi pet, some people is drunk and talk not polite to me. I only one girl, so I stop on the way, haven't reached the destination yet.",1,2022-07-28 05:08:04 UTC,Cambolink21 Express
A very comfortable ride from Siem Reap to Phnom Penh. Thank you. ,5,2022-07-28 06:09:42 UTC,SAM'S TAXI SERVICE
,5,2022-07-28 10:11:55 UTC,Mey Hong Transport
,5,2022-07-28 23:37:08 UTC,Seila Angkor Khmer Express
,4.2,2022-07-29 03:33:35 UTC,Ekareach Express
"The minivan look too old, driver very good. Inspector at Kampong Chhnang province put extra many things in to the minivan. She spoken not well with the passenger. We happy with your service but but extra many things on the way is not good. ",2.4,2022-07-29 04:15:07 UTC,Vireak Buntham Express
"Small bus, super service and in only 3 hours in Pp ",5,2022-07-29 05:14:06 UTC,Vireak Buntham Express
Bravo for the driver! We arrive well on time with enough stops for going to bathroom and eating rest. The road was not always easy but we arrive perfect!,5,2022-07-29 06:25:46 UTC,Cambolink21 Express
"AC doesn't work, the old driver is very loud, he was on phone while driving with one hand for more than 30 minutes ",2,2022-07-29 11:53:22 UTC,Cambodia Post VIP Van
,5,2022-07-29 15:58:49 UTC,Cambodia Post VIP Van
,1.6,2022-07-29 15:59:22 UTC,Cambolink21 Express
,5,2022-07-30 03:02:18 UTC,Kim Seng Express
,5,2022-07-30 03:03:51 UTC,Ekareach Express
"Driver was very loud, he was constantly talking on his phone one hand and driving with one hand. I normally have good experience with post office van, but this time the van was very hot.",2.6,2022-07-30 03:32:40 UTC,Cambodia Post VIP Van
"We were a afraid after reading all the bad reviews about this bus company, but we had an amazing bustrip. The seats were comfy and there was plenty of legspace. The bordercrossing went smoothly and no extra handeling fees were asked.",5,2022-07-30 05:55:33 UTC,LONG PHUONG CAMBODIA
The bus from Siem Reap to Phnom Penh leaving exactly on time. Love that. Thank you!,5,2022-07-30 07:00:22 UTC,Larryta Bus
,4.2,2022-07-30 07:55:51 UTC,Cambolink21 Express
Bus was clean & tidy. Careful driver. Would recommend ,4,2022-07-30 08:58:57 UTC,Mey Hong Transport
"I hardly have any problems travelling on buses in Cambodia. However, this time the boarding point as shown on the confirmation email AND on the booking website were different! I was not sure where I had to go! The operator didn't speak English either.",4.4,2022-07-31 01:53:19 UTC,Cambolink21 Express
,3.8,2022-07-31 03:03:07 UTC,SAM'S TAXI SERVICE
"Got wifi but no internet, driver pretended not to understand haha
Aircon temp not great, esp. during the sunny midday, even tho coach was half empty",4.4,2022-07-31 03:45:34 UTC,KUMHO SAMCO BUSLINES
"the receiptionist in morning in Phnom Penh was very rude, unhelpful.",2,2022-07-31 05:02:36 UTC,Seila Angkor Khmer Express
,5,2022-07-31 06:25:18 UTC,Cambolink21 Express
,4,2022-08-01 03:02:15 UTC,Mey Hong Transport
"All was fine. A lot of space in the bus (if you are tall it's super important) and cheap price.
They also give water. ",5,2022-08-01 03:22:52 UTC,LONG PHUONG CAMBODIA
Great service. Friendly driver,5,2022-08-01 03:40:20 UTC,SAM'S TAXI SERVICE
"Great, ",5,2022-08-01 04:31:36 UTC,Vireak Buntham Express
No air conditioning which made the journey extremely uncomfortable. Arrived half-cooked. Would not recommend.,1.6,2022-08-01 04:32:24 UTC,PACIFIC EXPRESS
No air conditioning which made the journey extremely uncomfortable. Arrived half-cooked. Would not recommend.,1.6,2022-08-01 04:32:24 UTC,PACIFIC EXPRESS
Helped get everyone through customs. Bus was relatively clean with roomy seats. Safe driving.,4,2022-08-01 09:17:50 UTC,Mey Hong Transport
"All is ok, but don't Book Seat 1",5,2022-08-01 14:20:31 UTC,Cambodia Post VIP Van
,4.4,2022-08-02 03:03:59 UTC,Cambodia Post VIP Van
,3.8,2022-08-02 03:04:54 UTC,Cambodia Post VIP Van
,5,2022-08-02 03:55:38 UTC,Seila Angkor Khmer Express
"Flat tire during the trip. The driver don't know how to repair, we waited 2 hours. We arrived in Phnom Penh 22.00 instead of 19.30.
Good driving at the beginning of the trip, then at night driving very fast and dangerous, I was very scared of accident.",2,2022-08-02 03:57:29 UTC,Vireak Buntham Express
,5,2022-08-02 04:36:20 UTC,Larryta Bus
,3.4,2022-08-02 15:02:24 UTC,Kim Seng Express
All good,4.8,2022-08-03 01:38:50 UTC,Cambolink21 Express
,5,2022-08-03 03:02:43 UTC,Cambolink21 Express
that's it. thats the review. ,1,2022-08-03 03:29:58 UTC,Saly VIP
We ended up in a rice paddy field. ,1,2022-08-03 04:48:39 UTC,Vireak Buntham Express
"The bus left exactly on time and we arrived in Ho Chi Min 30 mins before!! The seats were comfortable and the border crossing went well. You have to hand in your passport at the border, but you will immediately receive it back after crossing. ",4.4,2022-08-03 06:27:25 UTC,LONG PHUONG CAMBODIA
"It went all very smoothly. The van is not super big, so we did not have so much space. If you are very tall, it might be difficult, but luckily we aren't. 
The driver mentioned with his hands how long the (toilet) breaks would take. Recommend it! ",4.6,2022-08-03 12:48:43 UTC,Larryta Bus
"Driver made ride uncomfortable. Rushing in traffic, then braking hard. He collided with a motorbike on entering the opposite carriageway at high speed at the rest stop. Fortunately he avoided a serious crash but had to wash rubber marks off at the stop.",3.2,2022-08-04 03:19:54 UTC,Kim Seng Express
,5,2022-08-04 04:40:30 UTC,Larryta Bus
,4.8,2022-08-04 04:43:12 UTC,Larryta Bus
"We have ticket 11pm-07am from Phnom Penh to Siem Rap. We dont have book hotel because arrival was supposed to be at 7am. The driver arrived at 4.15. He woke everyone up and ordered them to get out. All didn't have a hotel and we had to sleep on a bench.
",1,2022-08-04 05:17:34 UTC,Vireak Buntham Express
"Car very old, no water given as per advertised, smelly",2.2,2022-08-04 10:16:26 UTC,Vireak Buntham Express
,4,2022-08-04 11:10:47 UTC,Mey Hong Transport
,5,2022-08-05 13:43:03 UTC,SAM'S TAXI SERVICE
,5,2022-08-05 13:43:10 UTC,SAM'S TAXI SERVICE
,5,2022-08-05 14:02:38 UTC,SAM'S TAXI SERVICE
,5,2022-08-05 16:05:30 UTC,Cambolink21 Express
,5,2022-08-05 16:05:35 UTC,Cambolink21 Express
,5,2022-08-05 16:05:40 UTC,Cambolink21 Express
,5,2022-08-05 16:05:53 UTC,Cambolink21 Express
,4,2022-08-06 00:00:39 UTC,Cambolink21 Express
,4,2022-08-06 00:01:06 UTC,Cambolink21 Express
ឡានចាស់ មិនសូវមានសុចត្តិភាព នឹងមិនមានអណាម័យល្អ,1,2022-08-06 01:57:49 UTC,Vireak Buntham Express
អត់ចែកទឹកសុទ្ធ,3,2022-08-06 02:22:37 UTC,Mey Hong Transport
"The company put people above the limit, back seat is supposed to be 4 people but you put five. Please chnage next time",3.4,2022-08-06 03:03:08 UTC,Seila Angkor Khmer Express
Everything was ok. We arrived on time and it was a comfortable trip.,4,2022-08-06 03:30:33 UTC,Mey Hong Transport
"It was a good trip and the temperature in the bus was just right. As always, a great experience with Mey Hong.",3.6,2022-08-06 03:38:48 UTC,Mey Hong Transport
"The bus supposed to arrive to SR at 7AM but arrived at 4AM. So, we reached the hotel and slept in the hall. Kinda unexpected.",3.8,2022-08-06 03:50:21 UTC,Vireak Buntham Express
"Driver is fast and furious, He can be car racer",1.6,2022-08-06 06:33:26 UTC,Saly VIP
"The trip was enjoyable and mini bus confortable enough! My only negative comment is that driver should not hold his phone or make calls while driving as it can be dangerous. Perhaps driver or company could invest on ""phone holder"" for the bus driver. ",4.4,2022-08-06 08:27:07 UTC,Vireak Buntham Express
"All went well. We were just 3 passengers, so plenty of space. Bus was clean and the driver was professional. We had just one stop to pick up mails but was on the way and quickly done. I will choose this company again",4.4,2022-08-06 09:45:24 UTC,Cambodia Post VIP Van
,5,2022-08-07 01:56:08 UTC,Seila Angkor Khmer Express
,5,2022-08-07 03:20:38 UTC,Cambolink21 Express
ឡានអត់សម្អាត​ មានសំរាម​ ហេីយ​មិនចែកទឹកដល់ភ្ញៀវ​ ,2.4,2022-08-07 03:57:23 UTC,Mey Hong Transport
"I'm totally disappointed.
They didn't respect the drop off point and they left me 5 km far away from the destination. I had to take a taxi and I paid for it, so I spent more money.
I definitely don't recommend this company for tourists.",1,2022-08-07 04:18:36 UTC,LONG PHUONG CAMBODIA
no water on board,3.4,2022-08-07 04:27:35 UTC,Kim Seng Express
no water on board,3.4,2022-08-07 04:28:12 UTC,Kim Seng Express
,5,2022-08-07 09:00:44 UTC,Cambolink21 Express
,5,2022-08-07 09:50:31 UTC,Cambolink21 Express
,3.6,2022-08-07 10:23:25 UTC,Vireak Buntham Express
Good services ,5,2022-08-07 13:15:44 UTC,Mey Hong Transport
Very Good ,5,2022-08-07 13:16:06 UTC,Cambolink21 Express
Good Service ,5,2022-08-07 13:16:27 UTC,Virak Buntham Old
"The van is clean and comfy. It left on schedule, and arrived on time. However, the service is limited and driver did make some stops to pick up additional passager along the way. ",3.6,2022-08-07 16:16:37 UTC,Seila Angkor Khmer Express
We asked for a neck pillow before we left and we’re told they’d get one but didn’t. The driver kept tapping the horn several times and would get extremely close to cars right in front. Every stop (3) the driver didn’t tell us how long we had. Uncomfortabl,2.8,2022-08-08 03:13:59 UTC,Cambolink21 Express
Everything is great,5,2022-08-08 03:23:02 UTC,Kim Seng Express
Sleeping bed (length) is too short . It is a bit hard to lay down. ,2.6,2022-08-08 03:43:08 UTC,Mey Hong Transport
"Bus was a bit old but comfortable, there was enough space to make the trip pleasant. 
On the other hand, bus operator in charge was horrible, disrespectful and insulting foreigners (locals told me). DON'T DO VISA on arrival with them, it's a scam",3.6,2022-08-08 06:14:19 UTC,LONG PHUONG CAMBODIA
